SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 165, 1, 1, 28.1609452953054, Accidental, 
1, 168, 1, 1, 24.4305814124267, Lightning, 
1, 178, 1, 1, 25.0802230632918, Accidental, 
1, 178, 1, 1, 25.0802230632918, Lightning, 
1, 200, 1, 1, 28.4610137052349, Accidental, 
1, 242, 1, 1, 25.8513209368124, Lightning, 
1, 261, 1, 1, 35.0174819928816, Lightning, 
2, 71, 1, 1, 4.55955518135392, Accidental, 
2, 180, 1, 1, 37.2625211164278, Accidental, 
2, 189, 1, 1, 32.8966462850773, Lightning, 
2, 221, 1, 1, 42.6387146106731, Lightning, 
2, 301, 1, 1, 34.7419286905008, Lightning, 
3, 118, 1, 1, 10.8091100031108, Lightning, 
3, 143, 1, 1, 16.0677218463472, Lightning, 
3, 172, 1, 1, 24.6084393449251, Lightning, 
3, 201, 1, 1, 32.5228734767558, Lightning, 
3, 205, 1, 1, 38.2788261520995, Accidental, 
3, 205, 1, 1, 38.2788261520995, Lightning, 
3, 213, 1, 1, 44.5574859440322, Lightning, 
3, 248, 1, 1, 41.7871293022752, Lightning, 
3, 271, 1, 1, 42.6824751635782, Lightning, 
3, 273, 1, 1, 35.0815261416228, Lightning, 
3, 277, 1, 1, 31.951543348141, Lightning, 
3, 317, 1, 1, 9.17573198488186, Lightning, 
3, 325, 1, 1, 12.7936268307545, Accidental, 
4, 6, 1, 1, 3.57010235977285, Accidental, 
4, 60, 1, 1, 0.9025688850492, Accidental, 
4, 197, 1, 1, 25.5023005918991, Accidental, 
4, 213, 1, 1, 22.4119848784959, Lightning, 
4, 247, 1, 1, 26.8023601036837, Lightning, 
4, 251, 1, 1, 22.7766570676614, Lightning, 
4, 266, 1, 1, 29.4008512273955, Lightning, 
4, 271, 1, 1, 22.312145107147, Lightning, 
4, 275, 1, 1, 45.8999741014085, Lightning, 
5, 68, 1, 1, 1.5980522528161, Accidental, 
5, 84, 1, 1, 1.01636046081073, Lightning, 
5, 204, 1, 1, 33.3356454756473, Accidental, 
5, 209, 1, 1, 25.7181054400272, Lightning, 
5, 258, 1, 1, 32.1197773767997, Lightning, 
5, 272, 1, 1, 45.8993264630798, Lightning, 
5, 277, 1, 1, 35.0727010329545, Lightning, 
6, 95, 1, 1, 5.16188616897366, Lightning, 
6, 188, 1, 1, 22.0859348699633, Lightning, 
6, 194, 1, 1, 21.7987790683154, Lightning, 
6, 210, 1, 1, 23.2286213583043, Lightning, 
6, 220, 1, 1, 32.0756740436643, Accidental, 
6, 232, 1, 1, 16.5743673730425, Lightning, 
6, 270, 1, 1, 19.0317483527441, Accidental, 
6, 278, 1, 1, 17.3723343370006, Accidental, 
6, 283, 1, 1, 18.9139891423121, Accidental, 
6, 300, 1, 1, 24.2590199459093, Accidental, 
7, 84, 1, 1, 1.73445837734716, Accidental, 
7, 94, 1, 1, 3.42161379606355, Lightning, 
7, 149, 1, 1, 14.1563820502123, Lightning, 
7, 158, 1, 1, 24.2420687200511, Accidental, 
7, 185, 1, 1, 19.1111895696209, Lightning, 
7, 189, 1, 1, 33.3857658513977, Accidental, 
7, 220, 1, 1, 35.2213656447907, Accidental, 
7, 335, 1, 1, 7.06783274241726, Lightning, 
8, 182, 1, 1, 25.8017794149269, Accidental, 
8, 184, 1, 1, 28.0593673376524, Lightning, 
8, 208, 1, 1, 30.569495840612, Accidental, 
8, 246, 1, 1, 32.3959215528765, Accidental, 
8, 251, 1, 1, 24.8708398205832, Accidental, 
8, 264, 1, 1, 22.2591368951536, Accidental, 
8, 266, 1, 1, 31.4945965754221, Accidental, 
9, 168, 1, 1, 21.7896081159922, Lightning, 
