Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -696.5, 1601.4, 17682.3, 622.6, 0.42, 817.4, 
2, -480.4, 1679.3, 16219.3, 474.3, 0.37, 1491.8, 
3, -411, 1802.9, 15087.9, 466.9, 0.41, 1947.2, 
4, -407.5, 1936, 14570.5, 475, 0.4, 2218.8, 
5, -325.4, 2089.5, 13812.5, 440.9, 0.41, 2487.6, 
6, -336.2, 2249.3, 14091.2, 471, 0.34, 2470.7, 
7, -225.5, 2372.5, 13868.3, 344.2, 0.37, 2583.2, 
8, -327, 2529.2, 13931.2, 481.2, 0.34, 2625.5, 
9, -283.1, 2685.4, 13772.8, 463.3, 0.31, 2709.1, 
10, -265, 2836.1, 13603.3, 449.7, 0.35, 2765.1, 
11, -189.1, 3002.2, 13193.9, 435.5, 0.38, 2845.7, 
12, -195.2, 3158.5, 12835.5, 444.6, 0.38, 2904.6, 
13, -174, 3314, 12839.3, 440.2, 0.39, 2864, 
14, -192.1, 3465.2, 12801.7, 480.4, 0.4, 2836.1, 
15, -160.8, 3598.8, 12915, 439.2, 0.4, 2757.7, 
16, -162.1, 3721.4, 12674.2, 429.7, 0.41, 2809.4, 
17, -148.4, 3836.2, 12729.9, 407.1, 0.42, 2780.3, 
18, -162.3, 3946.8, 12928.6, 427.1, 0.41, 2727.6, 
19, -152.4, 4048.3, 13039.7, 413.8, 0.41, 2702.8, 
20, -180.6, 4153.9, 13264.9, 477.4, 0.41, 2648.5, 
21, -171, 4242.8, 13252.9, 424.9, 0.4, 2674.7, 
22, -191.7, 4333.7, 13447.6, 454.1, 0.39, 2659.4, 
23, -132.9, 4425.5, 12872.4, 442, 0.45, 2795.4, 
24, -152.6, 4515.4, 12906.9, 420.2, 0.47, 2792.9, 
25, -182.5, 4605.3, 13076.4, 460.1, 0.48, 2766.9, 
26, -157.3, 4688.5, 13231.3, 422.2, 0.48, 2749.3, 
27, -147.2, 4775.8, 13380.1, 456.2, 0.5, 2720, 
28, -196.7, 4857.7, 13595.5, 497.7, 0.49, 2708.1, 
29, -115.4, 4936.8, 13331.1, 430.3, 0.53, 2774.2, 
30, -89, 5010.6, 13185.2, 394.9, 0.55, 2800.2, 
31, -168.1, 5090.7, 13390.2, 478.7, 0.55, 2778, 
32, -134.9, 5161.8, 13475.9, 422.2, 0.58, 2775.5, 
33, -145.6, 5238.5, 13349.2, 466.7, 0.6, 2840.2, 
34, -130.2, 5311, 13330.8, 457.4, 0.63, 2856.7, 
35, -111.2, 5377.8, 13436.9, 419.3, 0.65, 2824.6, 
36, -144.7, 5448.3, 13591, 496.2, 0.66, 2802.4, 
37, -154.4, 5512.9, 13730.7, 484.9, 0.65, 2798.1, 
38, -160.6, 5576.6, 13881.2, 488.2, 0.7, 2791.6, 
39, -157.7, 5639.8, 14049.8, 509.6, 0.72, 2781, 
40, -132.8, 5702.4, 14087.6, 483.9, 0.75, 2782.8, 
41, -176.4, 5760.3, 14248.2, 491.1, 0.76, 2797.4, 
42, -165.9, 5816.9, 14111.7, 484.6, 0.82, 2880.3, 
43, -153.3, 5881, 14154.3, 485.9, 0.86, 2908.9, 
44, -103.3, 5938, 14198.8, 405.9, 0.85, 2915.5, 
45, -147.2, 6000, 14244.9, 479.9, 0.87, 2943.7, 
46, -153.1, 6060.9, 14344.5, 477.5, 0.9, 2962.6, 
47, -167.2, 6119.3, 14467.4, 474.1, 0.91, 2985.1, 
48, -141.2, 6182.1, 14450.7, 496.2, 0.93, 3026.4, 
49, -146, 6246.8, 14572, 503.3, 0.96, 3030.5, 
50, -141.5, 6310, 14712.9, 520.7, 1, 3016.6, 
51, -163.4, 6366.6, 14814, 503.9, 1, 3038.3, 
