Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,SoilWaterContent,
1, 7, eco1, 1, 457557, 3.1, 17.6, 63.59, 3.55, 17.51, -60.03, 0, 0, 1.25, 
1, 7, eco2, 2, 903912, 5.9, 17.9, 159.08, 6.38, 41.86, -152.7, 0, 0, 2.32, 
1, 7, eco3, 3, 540517, 9.3, 17, 241.42, 16.03, 64.89, -225.39, 0, 0, 3.72, 
1, 8, eco1, 1, 457557, 0.9, 20.2, 17.17, 2.75, 5.31, -14.42, 0, 0, 1.25, 
1, 8, eco2, 2, 903912, 2, 19.9, 76.69, 3.77, 20.23, -72.92, 0, 0, 2.39, 
1, 8, eco3, 3, 540517, 3.2, 19.6, 111.24, 8.19, 30.09, -103.05, 0, 0, 3.84, 
1, 9, eco1, 1, 457557, 1.8, 17.6, 79.86, 4.57, 21.98, -75.29, 0, 0, 1.61, 
1, 9, eco2, 2, 903912, 3, 18.2, 118.74, 7.19, 31.31, -111.55, 0, 0, 2.85, 
1, 9, eco3, 3, 540517, 4.5, 17.4, 108.67, 14.6, 30.78, -94.07, 0, 0, 4.4, 
1, 10, eco1, 1, 457557, 5.4, 10.8, 118.15, 20.38, 37.08, -97.77, 0, 0, 3.71, 
1, 10, eco2, 2, 903912, 10.1, 11.8, 95.87, 14.71, 26.91, -81.15, 0, 0, 7.51, 
1, 10, eco3, 3, 540517, 13.5, 10.8, 76.79, 12.65, 22.89, -64.14, 0, 0, 9.42, 
1, 11, eco1, 1, 457557, 6.4, 7, 45.94, 14.9, 17.3, -31.04, 0, 0, 6.43, 
1, 11, eco2, 2, 903912, 11.5, 8.1, 55.37, 10.32, 16.48, -45.05, 0, 0, 11.33, 
1, 11, eco3, 3, 540517, 14.8, 7.1, 46.55, 9.05, 14.8, -37.5, 0, 0.01, 12.24, 
1, 12, eco1, 1, 457557, 23.4, 3.3, 9.02, 10.97, 6.63, 1.95, 0, 0, 10.13, 
1, 12, eco2, 2, 903912, 39.5, 5, 25.35, 7.82, 8.54, -17.53, 0, 0.02, 9.81, 
1, 12, eco3, 3, 540517, 48.6, 3.6, 12.76, 6.85, 5.73, -5.91, 0, 0.01, 12.96, 
1, 1, eco1, 1, 457557, 22.2, 4.5, 18.21, 11.65, 9.41, -6.56, 0, 0.04, 12.25, 
1, 1, eco2, 2, 903912, 40.1, 5.7, 32.12, 7.81, 10.45, -24.31, 0, 0.02, 9.91, 
1, 1, eco3, 3, 540517, 47.6, 4.5, 20.66, 6.91, 7.96, -13.75, 0, 0.03, 4.64, 
1, 2, eco1, 1, 457557, 6.2, 8.5, 54.84, 15.58, 20.54, -39.26, 0, 0.01, 12.77, 
1, 2, eco2, 2, 903912, 9.7, 8.7, 55.76, 9.24, 17.13, -46.52, 0, 0, 11.94, 
1, 2, eco3, 3, 540517, 12.1, 7.9, 50.88, 8.16, 16.42, -42.72, 0, 0.01, 14.21, 
1, 3, eco1, 1, 457557, 19, 7.3, 41.17, 13.99, 16.6, -27.18, 0, 0.03, 11.75, 
1, 3, eco2, 2, 903912, 35.4, 7.7, 48.69, 8.36, 15.24, -40.34, 0, 0.02, 9.92, 
1, 3, eco3, 3, 540517, 42.6, 6.2, 36.94, 7.07, 12.58, -29.87, 0, 0.02, 6.84, 
1, 4, eco1, 1, 457557, 10.2, 12.6, 71.89, 20.65, 27.08, -51.24, 0, 0.01, 10.7, 
1, 4, eco2, 2, 903912, 18.7, 12, 73.7, 10.93, 22.35, -62.76, 0, 0.01, 11.3, 
1, 4, eco3, 3, 540517, 24.2, 11.2, 71.32, 9.33, 22.39, -61.99, 0, 0.01, 10.03, 
1, 5, eco1, 1, 457557, 4.4, 14.3, 73.79, 22.37, 28.31, -51.42, 0, 0, 9.15, 
1, 5, eco2, 2, 903912, 7.3, 13.9, 80.89, 12.05, 24.4, -68.84, 0, 0, 9.85, 
1, 5, eco3, 3, 540517, 10.6, 13, 79.55, 10.09, 24.82, -69.46, 0, 0, 9.41, 
1, 6, eco1, 1, 457557, 5.4, 15.5, 73.98, 23.75, 29.14, -50.23, 0, 0, 8.52, 
1, 6, eco2, 2, 903912, 8.8, 15.9, 80.56, 13.44, 25.02, -67.12, 0, 0, 9.5, 
1, 6, eco3, 3, 540517, 12, 14.7, 82.89, 10.87, 26.14, -72.02, 0, 0, 9.02, 
