SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 83201, 164255, 0, 4, 5, 0, 1519457811, -1677491249, 0, 
2, 43362, 42061, 0, 3, 3, 0, 666547392, 480229093, 0, 
3, 169594, 69387, 0, 7, 2, 0, 2006577954, 708817668, 0, 
4, 42742, 120641, 0, 4, 5, 0, 383543753, 1098216854, 0, 
5, 24497, 96301, 0, 4, 4, 0, 130478879, 560419616, 0, 
6, 76043, 81672, 0, 4, 5, 0, 531513024, 387503143, 0, 
7, 19707, 31081, 0, 3, 2, 0, 74281272, 193106906, 0, 
8, 74735, 53453, 0, 6, 7, 0, 427912210, 253716775, 0, 
9, 126285, 145772, 0, 5, 8, 0, 1015317533, 725525529, 0, 
10, 20264, 141638, 0, 1, 4, 0, 209773819, 393417482, 0, 
11, 22553, 89384, 0, 2, 5, 0, 30576411, 192517839, 0, 
12, 43148, 169706, 0, 1, 6, 0, 118051610, 1143929826, 0, 
13, 28248, 120154, 0, 1, 5, 0, 318983422, 195185521, 0, 
14, 88743, 93078, 0, 8, 6, 0, 372854404, 186674567, 0, 
15, 51038, 119577, 0, 4, 5, 0, 142544488, 193050642, 0, 
16, 40087, 99972, 0, 3, 4, 0, 172617009, 102163465, 0, 
17, 41789, 182998, 0, 4, 7, 0, 164217139, 398397196, 0, 
18, 70700, 131983, 0, 5, 5, 0, 177604376, 163650558, 0, 
19, 62248, 39227, 0, 6, 4, 0, 156816130, 27022784, 0, 
20, 34141, 139577, 0, 2, 12, 0, 9068788, 109216783, 0, 
21, 36870, 90595, 0, 2, 5, 0, 197970229, 49792023, 0, 
22, 194601, 80075, 0, 7, 5, 0, 1050639122, 375125542, 0, 
23, 95492, 143090, 0, 8, 8, 0, 159252092, 218587752, 0, 
24, 60035, 90117, 0, 6, 4, 0, 301299506, 106106620, 0, 
25, 0, 6231, 0, 0, 2, 0, 0, 1026197, 0, 
26, 102163, 83453, 0, 5, 8, 0, 184080145, 63560648, 0, 
27, 68644, 51844, 0, 6, 3, 0, 102092920, 12565555, 0, 
28, 41500, 133893, 0, 5, 11, 0, 74197838, 122380490, 0, 
29, 57762, 123444, 0, 4, 6, 0, 135668111, 36943431, 0, 
30, 37440, 90946, 0, 3, 7, 0, 76770721, 58278054, 0, 
31, 32713, 52656, 0, 3, 3, 0, 72138431, 12770758, 0, 
32, 78091, 145280, 0, 3, 8, 0, 104374840, 264442336, 0, 
33, 13210, 80804, 0, 2, 7, 0, 3624778, 132817546, 0, 
34, 9729, 168866, 0, 3, 6, 0, 6571738, 164691903, 0, 
35, 44631, 108483, 0, 2, 4, 0, 111349341, 76161039, 0, 
36, 46531, 44776, 0, 3, 2, 0, 10198533, 19429266, 0, 
37, 59156, 54381, 0, 4, 3, 0, 419617413, 35905430, 0, 
38, 46536, 57654, 0, 6, 6, 0, 59603491, 52217406, 0, 
39, 39072, 35494, 0, 3, 3, 0, 109543645, 9984876, 0, 
40, 91833, 147431, 0, 5, 7, 0, 225132870, 82587362, 0, 
41, 90079, 74823, 0, 4, 6, 0, 195668480, 26060071, 0, 
42, 84202, 4266, 0, 3, 3, 0, 99334172, 11858769, 0, 
43, 225814, 183301, 0, 12, 11, 0, 1188794799, 433583674, 0, 
44, 31128, 56488, 0, 6, 2, 0, 14566639, 17955105, 0, 
45, 39663, 61351, 0, 3, 3, 0, 28372702, 18451701, 0, 
46, 62655, 73328, 0, 5, 7, 0, 76399561, 70909724, 0, 
47, 101154, 35452, 0, 5, 3, 0, 171845858, 12039460, 0, 
48, 87259, 104787, 0, 5, 7, 0, 96031889, 77672349, 0, 
49, 142533, 99135, 0, 3, 3, 0, 246479017, 61200599, 0, 
50, 116733, 102190, 0, 8, 7, 0, 187971432, 93612170, 0, 
51, 14903, 82103, 0, 3, 7, 0, 2860668, 52340300, 0, 
