Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -502.5, 3186, 14532.9, 517.8, 149.8, 9.6, 246.6, 1.01, 257.7, 3.1, 94, 65, 6731.1, 1178.6, 1733.5, 627.7, 10.3, 11.4, 2.5, 2.5, 120.2, 102, 1783.5, 1180.3, 2, 1.2, 16.8, 6.4, 4.6, 3.1, 0.1, 0.9, 0, 0.1, 2.6, 9.3, 70.3, 139.3, 0.1, 0.1, 0, 0, 0.3, 0.4, -0.2, 0, 0.05, 0.03, 0.08, 48.6, 1.3, 3.9, 0.1, 223.5, 0.03, 0, 
1, eco2, 2, 903912, -790.8, 929, 17498.1, 699.7, 203.1, 16.3, 329.4, 0.52, 99.7, 1.5, 123.6, 85.8, 8094.3, 1456.5, 1044.8, 629.1, 14.1, 17.7, 4, 4.1, 93.7, 31.6, 487.2, 316.4, 2.7, 1.7, 19.8, 7.5, 2.9, 3.1, 0.1, 1.3, 0, 0.2, 1.3, 2.4, 18.8, 37.3, 0.2, 0.3, 0, 0, 0.1, 0.1, 0.1, 0, 0.05, 0.03, 0.08, 14.8, 0.3, 4.3, 0.2, 62, 0.02, 0, 
1, eco3, 3, 540517, -819.9, 1450.8, 15942.3, 728.3, 211.4, 18.2, 303.7, 0.38, 134.7, 2.2, 127.4, 88.7, 7355.8, 1340, 702, 517.5, 16.1, 22.5, 4.5, 4.6, 100.1, 47, 782, 521.7, 2.8, 1.8, 18, 6.6, 2.2, 2.6, 0.1, 1.8, 0, 0.2, 2, 4, 30.9, 61.6, 0.3, 0.4, 0, 0, 0.2, 0.2, 0.2, 0, 0.05, 0.08, 0.1, 0.8, 0, 4.8, 0.2, 100.8, 0.01, 0, 
2, eco1, 1, 457557, -303.1, 3268.5, 13682.5, 376.5, 107.1, 29.3, 218.1, 0.8, 258.4, 3.3, 134.9, 93.8, 6295.7, 1106.4, 2088.3, 657.9, 11.7, 19.7, 9.3, 9.6, 195.5, 144.2, 1748.7, 1180.1, 2.8, 1.7, 15.8, 6, 5.5, 3.3, 0.1, 0.9, 0, 0.4, 2.8, 11.8, 67.3, 139.2, 0, 0.1, 0, 0, 0.3, 0.5, 0.2, 0, 0.05, 0.05, 0.05, 14.6, 0.2, 1.5, 0.3, 223.3, 0.01, 0, 
2, eco2, 2, 903912, -523.6, 1015.3, 17165.2, 497.7, 142.7, 37.3, 298.8, 0.45, 102.7, 1.6, 183.8, 128, 7880.9, 1422.6, 1408.4, 671.3, 14.8, 26.1, 11.6, 12.1, 149.4, 52.2, 497.4, 316.4, 3.9, 2.6, 19.3, 7.2, 3.8, 3.3, 0.1, 1.3, 0.1, 0.5, 1.7, 3.1, 18.1, 37.3, 0, 0.1, 0, 0.1, 0.2, 0.2, 0.1, 0, 0.05, 0.06, 0.05, 8.9, 0.1, 0.8, 0.4, 62.6, 0.01, 0, 
2, eco3, 3, 540517, -508.9, 1489.1, 16276, 464.4, 133.4, 37.5, 274.5, 0.29, 137.8, 1.9, 185.4, 129.3, 7459.2, 1360.9, 906.2, 552.9, 15.6, 29.9, 11.8, 12.5, 131.6, 68, 767.9, 521.6, 4, 2.6, 18.2, 6.7, 2.7, 2.7, 0.1, 1.6, 0.1, 0.5, 2.3, 4.8, 29.6, 61.5, 0, 0.2, 0, 0.1, 0.2, 0.3, 0.3, 0, 0.05, 0.14, 0.06, 0.1, 0, 1.2, 0.4, 100.8, 0.01, 0, 
3, eco1, 1, 457557, -254.7, 3411.3, 11904.1, 417.9, 118.2, 34.5, 202.2, 0.74, 257.9, 4.5, 164.7, 114.6, 5423.3, 958.5, 2591.2, 685.2, 14.8, 25.8, 14.8, 15.8, 300.8, 199.1, 1731.6, 1179.8, 3.4, 2.1, 13.7, 5.1, 6.7, 3.4, 0.1, 0.9, 0.1, 0.6, 2.9, 15, 63.9, 139.2, 0, 0, 0, 0.1, 0.4, 0.9, -0.1, 0.1, 0.05, 0.22, 0.1, 40.2, 0.4, 1.7, 0.3, 223.4, 0.01, 0, 
3, eco2, 2, 903912, -480.4, 1167.1, 15841.4, 530.5, 151.2, 46.4, 292.8, 0.43, 104.5, 2.2, 227.5, 158.5, 7209.1, 1306.2, 1921.2, 711.7, 19.6, 32.9, 18.3, 19.5, 233.1, 84.1, 533.6, 316.3, 4.8, 3.2, 17.6, 6.6, 5.1, 3.5, 0.1, 1.3, 0.1, 0.7, 2.2, 4.3, 17.3, 37.3, 0, 0, 0, 0.1, 0.3, 0.2, 0, 0, 0.05, 0.21, 0.09, 40.2, 0.3, 0.9, 0.5, 63.7, 0.01, 0, 
3, eco3, 3, 540517, -609.8, 1558.8, 16557, 583.3, 166.2, 51.4, 302, 0.27, 141.4, 2.7, 250.6, 174.8, 7521.7, 1375.2, 1151.1, 584.6, 21.4, 37.8, 18.2, 19.9, 176.6, 98, 762.7, 521.5, 5.4, 3.5, 18.4, 6.8, 3.3, 2.9, 0.1, 1.5, 0.1, 0.7, 2.8, 6, 28.2, 61.5, 0, 0, 0, 0.1, 0.4, 0.4, 0.4, 0, 0.05, 0.38, 0.08, 4.8, 0, 1.4, 0.5, 101.1, 0, 0, 
4, eco1, 1, 457557, -93.4, 3582.5, 9934.1, 333.7, 94.9, 34.8, 162.9, 0.78, 256.4, 5, 166.8, 116.3, 4496.5, 798.6, 3003.8, 699.8, 16.8, 29.5, 18.7, 20.6, 410.3, 255.1, 1737.5, 1179.6, 3.4, 2.1, 11.4, 4.2, 7.7, 3.5, 0.1, 0.9, 0.1, 0.7, 3.2, 18.3, 60.8, 139.2, 0, -0.1, 0, 0.1, 0.4, 1.1, -0.5, 0.1, 0.05, 0.32, 0.12, 57, 0.5, 1.5, 0.3, 224, 0.01, 0, 
4, eco2, 2, 903912, -446.7, 1325.9, 15750.7, 520.8, 148.8, 55.2, 288.1, 0.35, 107.7, 2.4, 272.2, 189.7, 7125.2, 1293, 2078.2, 727.3, 25.3, 41, 22.9, 25, 312.8, 117, 579.8, 316.3, 5.8, 3.8, 17.4, 6.5, 5.4, 3.6, 0.1, 1.4, 0.1, 0.9, 2.8, 5.4, 16.7, 37.3, 0, -0.1, 0, 0.1, 0.4, 0.3, -0.1, 0, 0.05, 0.31, 0.09, 13.8, 0.1, 0.9, 0.6, 65.1, 0.01, 0, 
4, eco3, 3, 540517, -581.8, 1644.3, 17029.9, 573.7, 164.2, 61.3, 302.5, 0.23, 145.1, 2.7, 306.7, 214, 7688.8, 1407.9, 1315.1, 608.4, 28.4, 47.1, 24.2, 26.9, 224.3, 128.2, 770.4, 521.4, 6.5, 4.3, 18.8, 6.9, 3.7, 3, 0.1, 1.6, 0.1, 1, 3.3, 7, 27, 61.5, 0.1, -0.1, 0, 0.2, 0.4, 0.4, 0.3, 0, 0.05, 0.55, 0.09, 0, 0, 1.3, 0.6, 101.8, 0, 0, 
5, eco1, 1, 457557, -101.5, 3738.2, 9286.1, 333, 94.2, 37.5, 153.7, 0.78, 256.5, 4.7, 181.8, 126.7, 4161.3, 741.7, 3056.1, 695.5, 19.1, 34, 20.2, 22.9, 501.8, 303.3, 1753.7, 1179.4, 3.7, 2.3, 10.5, 3.9, 7.8, 3.5, 0.1, 1, 0.1, 0.8, 3.5, 21.1, 58.2, 139.1, 0, -0.1, 0, 0.1, 0.5, 1.2, -0.7, 0.1, 0.05, 0.25, 0.09, 25, 0.2, 1.4, 0.3, 224.7, 0.01, 0, 
5, eco2, 2, 903912, -457.1, 1481.2, 15864.7, 535.9, 152.8, 62.8, 294.5, 0.3, 111, 2.5, 313.4, 218.5, 7132.3, 1296.6, 2187, 739.3, 31.1, 49.7, 27.6, 30.4, 383.5, 149.7, 631.7, 316.3, 6.6, 4.4, 17.5, 6.5, 5.7, 3.7, 0.2, 1.5, 0.1, 1.1, 3.4, 6.5, 16.2, 37.3, 0.1, -0.2, 0, 0.2, 0.4, 0.3, -0.2, 0, 0.05, 0.31, 0.07, 7.5, 0.1, 0.9, 0.6, 66.7, 0.01, 0, 
5, eco3, 3, 540517, -619.6, 1743, 17485.3, 615.8, 175.8, 72.1, 318.8, 0.19, 149, 2.8, 359.7, 251, 7848.5, 1439.3, 1484.3, 632.4, 36.1, 58.2, 30.8, 34.3, 274.4, 158.9, 788.4, 521.3, 7.6, 5, 19.2, 7.1, 4.1, 3.1, 0.2, 1.8, 0.2, 1.3, 3.9, 8, 26, 61.5, 0.1, -0.1, 0, 0.2, 0.5, 0.5, 0.2, 0, 0.05, 0.54, 0.07, 0, 0, 1.4, 0.7, 102.9, 0, 0, 
