Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -703.6, 1623.7, 16725.5, 646.9, 0.57, 1092.4, 
2, -451.7, 1742.3, 15241.2, 496.3, 0.54, 1726.1, 
3, -374.6, 1895.6, 13911.3, 473.6, 0.51, 2214.5, 
4, -311.7, 2045.5, 13391.8, 427, 0.48, 2426, 
5, -244.6, 2198, 12570, 386.3, 0.45, 2664.4, 
6, -201.9, 2371.6, 12074.6, 390.5, 0.48, 2769.8, 
7, -185.5, 2563.2, 11851.7, 428.9, 0.47, 2765.1, 
8, -167.4, 2733.9, 11288.9, 410.6, 0.45, 2859.1, 
9, -136.6, 2887.2, 10931.7, 371.3, 0.47, 2888.9, 
10, -119, 3034, 10514.6, 360.3, 0.5, 2919.6, 
11, -15.3, 3195.6, 10196.3, 343, 0.48, 2847.7, 
12, -87.6, 3312.1, 10038.9, 329.1, 0.46, 2823.6, 
13, -43.9, 3437.3, 9893.1, 342, 0.47, 2759.6, 
14, -58, 3548.3, 9808.2, 345.6, 0.49, 2694, 
15, -68.2, 3652.3, 9591.3, 357.3, 0.5, 2668.7, 
16, -42.2, 3742, 9396.8, 312.7, 0.5, 2645.2, 
17, 44.9, 3835.8, 8507.7, 292.1, 0.58, 2733.8, 
18, -17.4, 3922.3, 8516.9, 305.8, 0.59, 2639.1, 
19, 8, 3995.7, 8483.2, 280.9, 0.61, 2549.3, 
20, -12.3, 4065.2, 8488.9, 323.1, 0.64, 2449.4, 
21, -35.4, 4124.5, 8615.1, 332.4, 0.65, 2352.5, 
22, -15.6, 4180.3, 8556.8, 361.7, 0.7, 2288.5, 
23, -8.2, 4224.4, 8689.6, 332.1, 0.76, 2180.8, 
24, -58.1, 4261.5, 8631.1, 326.9, 0.79, 2174.4, 
25, 5.5, 4298.1, 8370.1, 286.5, 0.84, 2184.8, 
26, -16.5, 4335.7, 8394.7, 320.4, 0.9, 2128.4, 
27, -56.3, 4366.3, 8453.5, 325.3, 0.92, 2095.7, 
28, -36.3, 4394.8, 8556.6, 330.8, 0.94, 2040.3, 
29, -12.6, 4418, 8523.1, 290.7, 0.96, 2018.9, 
30, -19.1, 4437.8, 8585.1, 318.2, 1.02, 1971.3, 
31, -52.4, 4458.1, 8596.2, 272.8, 1.05, 1971.3, 
32, -45.6, 4480.2, 8523.4, 300.1, 1.09, 1990.4, 
33, -43.3, 4500.7, 8591.3, 326.1, 1.12, 1960.6, 
34, -51.6, 4524, 8533.7, 326.9, 1.15, 1973, 
35, -15.8, 4543.6, 8471, 313.8, 1.23, 1958.4, 
36, -8.4, 4562.4, 8286.4, 310.5, 1.32, 1975.8, 
37, -12.1, 4578.1, 8312.5, 313.8, 1.42, 1938.8, 
38, -63.4, 4592, 8450.8, 358.9, 1.54, 1900.9, 
39, 25.9, 4601, 8313.3, 339.6, 1.71, 1883.4, 
40, -36, 4607.6, 8358.8, 300.4, 1.74, 1854.1, 
41, -29, 4611.5, 8508.1, 357.5, 1.97, 1796.9, 
42, -32.8, 4616.1, 8562.1, 297.7, 1.98, 1780.7, 
43, -52.7, 4623.5, 8583.4, 297.9, 2.1, 1789, 
44, -76.9, 4633.8, 8566.2, 325.2, 2.16, 1821.7, 
45, -31.6, 4648.3, 8499.7, 317.4, 2.19, 1833.9, 
46, -24.2, 4657.7, 8521, 325.7, 2.27, 1819, 
47, -72, 4667.9, 8565.4, 325.3, 2.35, 1828.5, 
48, -35.5, 4679.2, 8577.8, 289, 2.48, 1826.6, 
49, -60.5, 4689.9, 8639.3, 340.9, 2.56, 1823.3, 
50, -22, 4699.6, 8609, 268, 2.59, 1821.6, 
51, -9.9, 4708.4, 8546.3, 288.5, 2.7, 1828.2, 
