Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,Precipitation,AirTemp,AvgTotalNPP_C,AvgHeteroRespiration,AvgSoilRespiration,avgNEE,Ndep,StreamN,SoilWaterContent,
1, 7, eco1, 1, 457557, 3.1, 17.6, 61.26, 3.71, 16.94, -57.55, 0, 0, 1.25, 
1, 7, eco2, 2, 903912, 5.9, 17.9, 161.22, 6.31, 42.41, -154.91, 0, 0, 2.31, 
1, 7, eco3, 3, 540517, 9.3, 17, 237.71, 16.46, 64.01, -221.25, 0, 0, 3.73, 
1, 8, eco1, 1, 457557, 0.9, 20.2, 16.51, 2.88, 5.17, -13.63, 0, 0, 1.25, 
1, 8, eco2, 2, 903912, 2, 19.9, 77.68, 3.72, 20.48, -73.96, 0, 0, 2.39, 
1, 8, eco3, 3, 540517, 3.2, 19.6, 109.5, 8.47, 29.69, -101.02, 0, 0, 3.84, 
1, 9, eco1, 1, 457557, 1.8, 17.6, 77.07, 4.78, 21.31, -72.29, 0, 0, 1.62, 
1, 9, eco2, 2, 903912, 3, 18.2, 120.27, 7.09, 31.69, -113.19, 0, 0, 2.84, 
1, 9, eco3, 3, 540517, 4.5, 17.4, 107.18, 15.12, 30.5, -92.06, 0, 0, 4.4, 
1, 10, eco1, 1, 457557, 5.4, 10.8, 114.33, 21.2, 36.25, -93.13, 0, 0, 3.71, 
1, 10, eco2, 2, 903912, 10.1, 11.8, 97.21, 14.55, 27.22, -82.66, 0, 0, 7.51, 
1, 10, eco3, 3, 540517, 13.5, 10.8, 75.63, 13.06, 22.66, -62.57, 0, 0, 9.42, 
1, 11, eco1, 1, 457557, 6.4, 7, 44.36, 15.47, 16.97, -28.88, 0, 0, 6.43, 
1, 11, eco2, 2, 903912, 11.5, 8.1, 56.18, 10.2, 16.67, -45.98, 0, 0, 11.33, 
1, 11, eco3, 3, 540517, 14.8, 7.1, 45.8, 9.34, 14.65, -36.46, 0, 0.01, 12.24, 
1, 12, eco1, 1, 457557, 23.4, 3.3, 8.69, 11.37, 6.58, 2.69, 0, 0, 10.13, 
1, 12, eco2, 2, 903912, 39.5, 5, 25.71, 7.73, 8.62, -17.98, 0, 0.02, 9.81, 
1, 12, eco3, 3, 540517, 48.6, 3.6, 12.54, 7.06, 5.7, -5.48, 0, 0.02, 12.96, 
1, 1, eco1, 1, 457557, 22.2, 4.5, 17.54, 12.1, 9.28, -5.43, 0, 0.04, 12.25, 
1, 1, eco2, 2, 903912, 40.1, 5.7, 32.57, 7.7, 10.55, -24.87, 0, 0.02, 9.91, 
1, 1, eco3, 3, 540517, 47.6, 4.5, 20.31, 7.14, 7.9, -13.17, 0, 0.03, 4.64, 
1, 2, eco1, 1, 457557, 6.2, 8.5, 52.98, 16.28, 20.17, -36.7, 0, 0.01, 12.77, 
1, 2, eco2, 2, 903912, 9.7, 8.7, 56.59, 9.08, 17.32, -47.51, 0, 0, 11.94, 
1, 2, eco3, 3, 540517, 12.1, 7.9, 50.05, 8.48, 16.26, -41.57, 0, 0.01, 14.21, 
1, 3, eco1, 1, 457557, 19, 7.3, 39.75, 14.63, 16.33, -25.13, 0, 0.03, 11.75, 
1, 3, eco2, 2, 903912, 35.4, 7.7, 49.4, 8.21, 15.4, -41.19, 0, 0.02, 9.92, 
1, 3, eco3, 3, 540517, 42.6, 6.2, 36.32, 7.34, 12.46, -28.98, 0, 0.02, 6.84, 
1, 4, eco1, 1, 457557, 10.2, 12.6, 69.66, 21.73, 26.72, -47.93, 0, 0.01, 10.7, 
1, 4, eco2, 2, 903912, 18.7, 12, 74.76, 10.7, 22.59, -64.06, 0, 0.01, 11.3, 
1, 4, eco3, 3, 540517, 24.2, 11.2, 70.19, 9.78, 22.18, -60.41, 0, 0.01, 10.03, 
1, 5, eco1, 1, 457557, 4.4, 14.3, 71.44, 23.63, 27.98, -47.81, 0, 0, 9.15, 
1, 5, eco2, 2, 903912, 7.3, 13.9, 82.04, 11.76, 24.65, -70.28, 0, 0, 9.85, 
1, 5, eco3, 3, 540517, 10.6, 13, 78.27, 10.62, 24.6, -67.66, 0, 0, 9.41, 
1, 6, eco1, 1, 457557, 5.4, 15.5, 71.49, 25.14, 28.82, -46.35, 0, 0, 8.52, 
1, 6, eco2, 2, 903912, 8.8, 15.9, 81.74, 13.09, 25.26, -68.64, 0, 0, 9.5, 
1, 6, eco3, 3, 540517, 12, 14.7, 81.55, 11.49, 25.93, -70.06, 0, 0, 9.02, 
2, 7, eco1, 1, 457557, 0.7, 20.5, 45.83, 19.93, 19.35, -25.9, 0, 0, 6.27, 
2, 7, eco2, 2, 903912, 0.8, 20, 61.64, 13.09, 19.63, -48.55, 0, 0, 6.99, 
2, 7, eco3, 3, 540517, 1.5, 19.9, 64.34, 9.95, 20.48, -54.4, 0, 0, 6.94, 
2, 8, eco1, 1, 457557, 0.3, 21, 37.83, 12.25, 14.39, -25.57, 0, 0, 4.5, 
2, 8, eco2, 2, 903912, 0.3, 20.3, 54.85, 8.48, 16.55, -46.37, 0, 0, 5.02, 
2, 8, eco3, 3, 540517, 0.6, 20.2, 56.86, 6.64, 17.27, -50.21, 0, 0, 5.11, 
2, 9, eco1, 1, 457557, 0.4, 19.4, 41.76, 10.08, 14.5, -31.68, 0, 0, 3.33, 
2, 9, eco2, 2, 903912, 0.8, 19.1, 58.52, 7.66, 17.23, -50.86, 0, 0, 3.85, 
2, 9, eco3, 3, 540517, 1.6, 19, 62.74, 7.08, 18.99, -55.67, 0, 0, 4.23, 
2, 10, eco1, 1, 457557, 3.2, 13.7, 56.6, 22.93, 23.58, -33.67, 0, 0, 3.64, 
2, 10, eco2, 2, 903912, 5.6, 13.7, 71.95, 15.42, 23.45, -56.53, 0, 0, 5.08, 
2, 10, eco3, 3, 540517, 7.5, 13.2, 73.72, 12.39, 24.38, -61.33, 0, 0, 6.52, 
2, 11, eco1, 1, 457557, 15, 5.2, 19.77, 14.57, 11.38, -5.19, 0, 0, 11.41, 
2, 11, eco2, 2, 903912, 25.8, 6.6, 38.7, 9.51, 13.51, -29.18, 0, 0.01, 12.98, 
