Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -723.8, 1622.5, 16208, 661.2, 0.6, 1149.4, 
2, -404.5, 1716.8, 14780, 427.6, 0.54, 1742.7, 
3, -433.2, 1850, 14498.9, 501.7, 0.47, 1948, 
4, -410.6, 1981.4, 14709.3, 493.4, 0.4, 2014.1, 
5, -392.2, 2122.2, 14137.3, 494.7, 0.39, 2281.5, 
6, -341.2, 2280.1, 13690.7, 483.8, 0.41, 2466.5, 
7, -320.3, 2426.9, 13803.1, 459, 0.41, 2502, 
8, -278.2, 2576.4, 13967, 447.9, 0.39, 2496.3, 
9, -230.1, 2724.6, 13222.5, 423.8, 0.42, 2694.6, 
10, -280.2, 2881.8, 13353.3, 480.8, 0.42, 2682.8, 
11, -210.7, 3039.3, 13414.9, 453.7, 0.42, 2655.4, 
12, -225.4, 3179, 13271.8, 449.6, 0.45, 2698.8, 
13, -194.2, 3314.5, 13450, 432.8, 0.42, 2650.4, 
14, -207.9, 3446.4, 13122.8, 460, 0.48, 2732.9, 
15, -208.9, 3568.2, 13150.3, 440.2, 0.48, 2723.7, 
16, -190.7, 3698.8, 13116, 465.7, 0.5, 2729.5, 
17, -202.2, 3822.6, 13026.6, 474, 0.49, 2761.9, 
18, -160, 3946.5, 12952.5, 474.6, 0.51, 2752.1, 
19, -206.7, 4050, 13117.2, 454.7, 0.51, 2732.9, 
20, -178.6, 4150.1, 13035.3, 449.3, 0.51, 2751.6, 
21, -146.6, 4236.8, 12968.4, 360.3, 0.57, 2794.5, 
22, -166.1, 4344.6, 13043.5, 458.5, 0.56, 2780.4, 
23, -122.4, 4443.6, 13035.9, 419.5, 0.58, 2771.8, 
24, -56.8, 4536.2, 12844.6, 370.6, 0.6, 2780, 
25, -124.3, 4626.3, 13015.6, 447.5, 0.62, 2710.6, 
26, -149.5, 4714.9, 13115.7, 489.8, 0.62, 2681.6, 
27, -163.7, 4791.7, 13266.1, 471.3, 0.6, 2660, 
28, -133.9, 4868.9, 13323.5, 464.3, 0.62, 2649.8, 
29, -106.4, 4938.1, 13467.7, 423, 0.65, 2609.7, 
30, -129.9, 5000.1, 13573.3, 413.1, 0.65, 2594.9, 
31, -141.1, 5063.1, 13677, 444.2, 0.68, 2596.6, 
32, -139.1, 5128.7, 13698.3, 474, 0.67, 2616.2, 
33, -147, 5187.8, 13796.3, 423.7, 0.73, 2627.9, 
34, -162.8, 5253.6, 14047.7, 507.9, 0.74, 2596.6, 
35, -207, 5313.2, 14206.8, 493, 0.77, 2623.9, 
36, -167.1, 5373.4, 13931.9, 496.3, 0.78, 2732.9, 
37, -156.1, 5438.3, 13985.2, 472.6, 0.79, 2754, 
38, -135.4, 5505.4, 14178.5, 505.2, 0.8, 2717.8, 
39, -142.8, 5569.1, 14325, 521.9, 0.8, 2703.2, 
40, -140.3, 5624.3, 14348.8, 459.6, 0.83, 2728.7, 
41, -133.4, 5679, 14311.8, 424.2, 0.85, 2779.3, 
42, -132.6, 5735.1, 13935.8, 484, 0.84, 2890.2, 
43, -155.5, 5803.6, 13935.5, 498.6, 0.94, 2922.7, 
44, -77.3, 5872.8, 13985.9, 465.9, 0.99, 2890.8, 
45, -103.6, 5930.7, 14020.7, 472.8, 1.05, 2880.5, 
46, -123.6, 5982, 14120.8, 437.5, 1.12, 2877.3, 
47, -97.9, 6039.2, 14243.8, 496.5, 1.08, 2848.8, 
48, -79.4, 6090.6, 14322.2, 499.3, 1.18, 2815.4, 
49, -49.3, 6128.2, 14486.5, 489.3, 1.24, 2744.1, 
50, -115.5, 6165.8, 14583.9, 482.2, 1.25, 2741.1, 
51, -124.8, 6201, 14708.1, 473.6, 1.28, 2743.6, 
