Time,EcoName,NumActiveSites,AboveGroundBiomass_ArbuMenz,AboveGroundBiomass_Arctosta,AboveGroundBiomass_CaloDecu,AboveGroundBiomass_Ceanothu,AboveGroundBiomass_ChryChry,AboveGroundBiomass_Frangula,AboveGroundBiomass_Garrya,AboveGroundBiomass_GaulShal,AboveGroundBiomass_MahoNerv,AboveGroundBiomass_NothDens,AboveGroundBiomass_PinuJeff,AboveGroundBiomass_PinuLamb,AboveGroundBiomass_PinuMont,AboveGroundBiomass_PseuMenz,AboveGroundBiomass_Quercus,AboveGroundBiomass_Rhododen,AboveGroundBiomass_Rubus,AboveGroundBiomass_Vacciniu,AboveGroundBiomass_WhipMode,
0, nodata, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
0, eco1, 457557, 1782.88291950511, 717.054371367939, 1247.75054255535, 295.535240418134, 179.414853231401, 3.46960706534924, 21.0788120387187, 258.461389509941, 137.524323745457, 2186.09674423077, 774.95108587564, 1290.29086430762, 52.754572654336, 10350.2206195075, 106.069138926953, 66.3589694835835, 9.60972949818274, 254.620755446862, 22.9876605537671, 
0, eco2, 903912, 1181.23358247263, 612.230386365044, 735.303871394561, 171.805620458629, 137.517926523821, 10.4246054925701, 30.7467131756189, 228.833969457204, 150.747345980582, 1665.17928183274, 397.949579162573, 1002.8076980945, 464.644348122384, 11309.4948479498, 359.849847109011, 102.641653169778, 26.1445129614387, 438.234731920806, 30.7036171662728, 
0, eco3, 540517, 739.452540808152, 658.094354109121, 538.499494002964, 257.757267579003, 126.686416893456, 9.26023233311811, 40.6674221162332, 173.829109907736, 125.72916670521, 1021.14002334802, 506.523959468435, 739.306530599408, 447.68869989288, 9716.63291441342, 324.816438705906, 59.0107286172313, 19.2234508812859, 192.392883110059, 19.9173124989593, 
10, nodata, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
10, eco1, 457557, 629.44993957037, 294.450634565748, 1195.51254597788, 142.008510415096, 64.1179044359501, 1.38609397299134, 12.1824275445464, 15.6589627084713, 0.341065703289426, 678.946507211123, 768.910229763723, 607.504835463123, 64.5472083259572, 5048.60922464305, 50.3669335186654, 2.51862609467236, 1.07499830622196, 57.4688661740504, 3.96339691011175, 
10, eco2, 903912, 782.727182513342, 361.219705015532, 961.097226278664, 103.393370151077, 86.8600804060572, 6.44083716113958, 18.3837663400862, 21.1558957066617, 4.8651395268566, 864.541239633947, 570.951274017825, 666.927113480073, 396.667757480817, 8807.62650678385, 207.093288948482, 34.4306746674455, 5.43598049367638, 187.359634566197, 5.89852883909053, 
10, eco3, 540517, 801.52203168448, 443.410181363398, 1230.66100788689, 191.531949966421, 124.402470227578, 7.34658484376995, 31.3544828377276, 27.5540029268275, 2.22542861741629, 947.077880991717, 893.693408347934, 743.943143323892, 574.794979621362, 11561.0217384467, 260.865608297241, 34.0798069255916, 8.17961692231697, 123.348490426758, 10.5157007087659, 
20, nodata, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
20, eco1, 457557, 382.465157346516, 272.208749948094, 1150.37710711452, 34.5269660392039, 32.2041297586967, 0.917798219675363, 8.80112641703657, 0.381795055042323, 0.243683300659809, 371.564974418488, 770.884213332984, 369.616087176024, 47.8258140515826, 3560.01612039593, 44.2419895226169, 1.37331305170722, 0.542266865111888, 25.2286775199593, 1.58434468273898, 
