EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 1, 4355, 1041, 19.3025038649059, 161, 145, Lightning, 156, 31885, 412903, 617420, 15.1520474521924, 17.1727176199223, 109.224569354677, 0.143018441851712, 14.2, 0.486794789033141, 0, 0, 0.239116225025029, 0.0337885429721347, 714.703936020072, 491.74, 480163294, 
2, 1, 1232, 1173, 34.4622157671234, 187, 160, Lightning, 130, 20790, 255340, 376722, 15.6800271131327, 16.7460489108804, 105.031731596307, 0.617634325845399, 15.16, 0.489632874892302, 0, 0, 0.422880709657775, 0.0422166019400353, 426.626166426166, 436.35, 242971252, 
3, 1, 4934, 1028, 26.0665192592941, 236, 128, Accidental, 80, 17729, 255038, 378928, 16.639050471825, 16.7892443574771, 91.1694721041643, 0.509363718411552, 13.93, 0.482747275115464, 0, 0, 0.236377952033355, 0.0317709510782708, 395.194596423938, 522.01, 333005784, 
4, 1, 2700, 504, 29.7185854710587, 257, 135, Accidental, 56, 11257, 123034, 209531, 17.3836479114471, 19.534188811926, 74.017121777272, 0.0817341862117981, 11.86, 0.481553263020178, 0, 0, 0.292158619801992, 0.0466524719433845, 463.570311805987, 340.92, 136806981, 
5, 1, 2686, 438, 44.6061578822356, 261, 128, Accidental, 49, 8849, 104810, 161855, 14.4857096351842, 17.329151785726, 90.1182685753624, 0.215867992766727, 15.04, 0.494943512694678, 0, 0, 0.327040442512974, 0.0465153743549197, 269.344558707199, 504.31, 118468773, 
6, 1, 2686, 240, 33.6572407011393, 263, 141, Accidental, 47, 9979, 138208, 184355, 14.109719780056, 15.0147937944337, 92.5328525642396, 0.412908398476649, 15.36, 0.486316341496764, 0, 0, 0.315341944112994, 0.0412351062564729, 465.116644954404, 714.54, 160086339, 
7, 1, 5012, 1069, 40.4718071268105, 268, 47, Accidental, 14, 2035, 39748, 41062, 10.5851238981498, 11.6688730958684, 143.045258196107, 0.889872173058014, 21.65, 0.511061611621033, 0, 0, 0.264669240318871, 0.0291941981981981, 346.768058968059, 742, 52092103, 
8, 1, 2628, 64, 35.4335352370405, 269, 130, Accidental, 41, 9036, 88731, 131687, 14.4469012583576, 15.862750053849, 92.9354777280899, 0.292197011621472, 15.85, 0.493010418124378, 0, 0, 0.311435428959665, 0.0406461402538004, 1691.74568393094, 531.58, 133742594, 
9, 1, 436, 804, 35.4335352370405, 269, 162, Lightning, 48, 14443, 113001, 237366, 18.6030680037287, 20.7178318511744, 80.0509597576754, 0.0283894197479573, 10.05, 0.472863629293283, 0, 0, 0.286852375335061, 0.0687152886519438, 536.421588312677, 305.86, 115652055, 
10, 2, 133, 1589, 27.4060505776809, 155, 128, Accidental, 145, 35175, 530362, 668042, 10.7830706245109, 11.9459337205953, 128.314902684128, 1.12469437652812, 17.8, 0.486662905838408, 656.088733742797, 606.74088721501, 0.322304022920131, 0.0099354399144169, 568.848216062544, 345.16, 562069888, 
