SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 153390, 86919, 7005, 9, 7, 15, -1770220453, 1744788231, 121644109, 
2, 29416, 45181, 7005, 3, 8, 15, 394057318, 465834578, 106123470, 
3, 29614, 91463, 7005, 3, 4, 15, 300654404, 1149378735, 97876379, 
4, 122341, 182294, 7005, 5, 9, 15, 1300673622, 2064290623, 96060722, 
5, 76257, 29564, 7005, 6, 5, 15, 582900619, 288984993, 77967090, 
6, 8817, 190, 7005, 1, 1, 15, 20035162, 2721383, 73622663, 
7, 26989, 70289, 7005, 4, 4, 15, 148734159, 462548618, 89278859, 
8, 0, 124357, 7005, 0, 6, 15, 0, 788454820, 46127199, 
9, 352, 73950, 7005, 1, 5, 15, 1939433, 369802919, 46641455, 
10, 53898, 118090, 7005, 2, 9, 15, 306846077, 653982550, 81571937, 
11, 10235, 17999, 7005, 2, 1, 15, 19539745, 58814565, 49524774, 
12, 104756, 125397, 7005, 9, 5, 15, 754211316, 592009485, 67814926, 
13, 40426, 72012, 7005, 1, 3, 15, 58885373, 156484986, 70710585, 
14, 13294, 87098, 7005, 2, 8, 15, 21297605, 170992522, 69542354, 
15, 114202, 56019, 7005, 9, 4, 15, 729628327, 67218051, 73019603, 
16, 15334, 131962, 7005, 2, 7, 15, 13748214, 239870715, 68686679, 
17, 94398, 50416, 7005, 4, 1, 15, 556737441, 46649984, 63244304, 
18, 844, 67553, 7005, 1, 3, 15, 9024742, 89537234, 42780284, 
19, 116097, 60938, 7005, 7, 4, 15, 592253388, 112031682, 51339806, 
20, 73532, 206321, 7005, 3, 5, 15, 115966897, 1191884067, 55079961, 
21, 39878, 99555, 7005, 3, 3, 15, 34482598, 78182301, 72137950, 
22, 15221, 67984, 7005, 1, 3, 15, 1577164, 40563794, 55893961, 
23, 1243, 111307, 7005, 1, 6, 15, 229311, 116472588, 78738331, 
24, 79584, 127115, 7005, 8, 5, 15, 436973165, 116777333, 59159316, 
25, 26023, 80693, 7005, 4, 6, 15, 69748428, 35456136, 64480363, 
26, 87559, 58152, 7005, 5, 4, 15, 548233263, 47349346, 43868186, 
27, 22899, 40770, 7005, 2, 2, 15, 4141555, 18291533, 49186219, 
28, 6432, 63581, 7005, 3, 1, 15, 58323445, 33758296, 44693665, 
29, 20925, 110618, 7005, 4, 4, 15, 119981064, 354910057, 69446951, 
30, 11249, 48827, 7005, 6, 3, 15, 20773869, 20680452, 67129681, 
31, 58181, 69143, 7005, 3, 5, 15, 309398064, 30603487, 54512149, 
32, 74030, 133176, 7005, 4, 5, 15, 151939091, 466709132, 64294779, 
33, 58195, 44624, 7005, 3, 3, 15, 173363655, 39068062, 54032956, 
34, 61096, 102556, 7005, 4, 8, 15, 135085512, 69837129, 58632631, 
35, 67175, 25406, 7005, 6, 3, 15, 82972494, 15802139, 54707667, 
36, 0, 137551, 7005, 0, 9, 15, 0, 217322961, 73947581, 
37, 8232, 87966, 7005, 1, 6, 15, 56261295, 44798707, 44691198, 
38, 0, 118301, 7005, 0, 5, 15, 0, 347435816, 64468083, 
39, 7606, 124889, 7005, 3, 4, 15, 60229720, 330174497, 56073609, 
40, 3812, 172858, 7005, 1, 7, 15, 28772678, 208458245, 54978174, 
41, 33440, 45522, 7005, 3, 4, 15, 21726807, 25604343, 38398154, 
42, 80268, 140412, 7005, 6, 5, 15, 588670882, 73220660, 57529456, 
43, 56958, 108644, 7005, 4, 7, 15, 71815832, 71365500, 80275824, 
44, 67195, 49731, 7005, 5, 3, 15, 92092593, 49068977, 77637386, 
45, 0, 68973, 7005, 0, 4, 15, 0, 77770746, 24871630, 
46, 81139, 140647, 7005, 7, 8, 15, 171933231, 161937093, 94744432, 
47, 82714, 132228, 7005, 7, 9, 15, 237470104, 126903188, 46771235, 
48, 110062, 132790, 7005, 7, 6, 15, 221304185, 124237099, 28751357, 
49, 81610, 39047, 7005, 8, 3, 15, 187455095, 4353130, 46446013, 
50, 72154, 135656, 7005, 3, 8, 15, 278919238, 114043906, 25795266, 
51, 6787, 153916, 7005, 2, 6, 15, 26361706, 181524957, 61142703, 
