Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -661.1, 1624.4, 16137.2, 612.3, 0.62, 1172.6, 
2, -477.7, 1696.1, 16000.3, 467.6, 0.48, 1455.7, 
3, -466.3, 1792.3, 15577.3, 484.1, 0.4, 1777.8, 
4, -321.6, 1933.1, 14054.3, 420.5, 0.43, 2259.5, 
5, -355, 2090.3, 13910.7, 472.1, 0.42, 2362.7, 
6, -301.5, 2232.2, 14145.7, 425.8, 0.38, 2359.7, 
7, -329.2, 2389.5, 14142.7, 486.9, 0.35, 2422.3, 
8, -316.1, 2546.3, 14054.3, 488, 0.35, 2504.9, 
9, -331.6, 2695.4, 14183.6, 496.7, 0.36, 2544, 
10, -306.7, 2850.9, 13978.2, 506, 0.38, 2633, 
11, -258.1, 2989.3, 14157.8, 445.2, 0.36, 2629.2, 
12, -251.1, 3140.2, 13747.3, 478.6, 0.39, 2761.5, 
13, -248.6, 3286.7, 13904.4, 477.5, 0.39, 2745.1, 
14, -251.9, 3420, 14050.5, 468.4, 0.39, 2749.1, 
15, -179.8, 3544.1, 13779.1, 411.9, 0.38, 2818.3, 
16, -208, 3684, 13886, 471.8, 0.42, 2802.8, 
17, -253.7, 3825.5, 13914, 545.4, 0.42, 2818.5, 
18, -235, 3937.8, 14073, 456, 0.43, 2826.1, 
19, -176.5, 4062.2, 13921.6, 464.1, 0.45, 2863.5, 
20, -142.8, 4167.7, 13329.4, 406.2, 0.47, 3007.5, 
21, -134.6, 4299.5, 13484.8, 466.9, 0.49, 2935.1, 
22, -193, 4413.4, 13743.3, 501, 0.48, 2878.6, 
23, -187.7, 4518.1, 13915.3, 488.9, 0.48, 2851.2, 
24, -161.2, 4617.2, 13823.3, 456.6, 0.53, 2881.4, 
25, -194.7, 4716.1, 13978.3, 493.3, 0.55, 2855.9, 
26, -132.9, 4801.1, 13818.8, 420.8, 0.55, 2896.7, 
27, -167, 4889.8, 14028.6, 466, 0.53, 2864.9, 
28, -164.3, 4980.9, 14199.1, 489.8, 0.57, 2840.7, 
29, -175.2, 5067.8, 14199.6, 519.3, 0.59, 2862, 
30, -141.8, 5148.1, 14315.4, 458.8, 0.59, 2839, 
31, -171.3, 5227.4, 14334.1, 475.3, 0.62, 2869.7, 
32, -162.9, 5304.4, 14198.6, 463, 0.63, 2944.3, 
33, -161.5, 5383.7, 14298.4, 483.1, 0.61, 2947.2, 
34, -184.3, 5465.6, 14432.6, 521.4, 0.65, 2955, 
35, -147.5, 5545.3, 14559.2, 496.5, 0.69, 2930.3, 
36, -137, 5617.8, 14576.2, 458.1, 0.71, 2954.2, 
37, -174.9, 5696, 14740.8, 520.3, 0.75, 2951.7, 
38, -155.6, 5771, 14805.2, 543.8, 0.77, 2954.3, 
39, -148, 5842.6, 14806.3, 520, 0.81, 2975.1, 
40, -146.6, 5907.8, 14773, 450.9, 0.84, 3022.5, 
41, -103.4, 5977.1, 14856.9, 452.7, 0.87, 3012.6, 
42, -150.2, 6044.8, 14719.6, 516.4, 0.92, 3082.5, 
43, -164.8, 6116.3, 14832.2, 514.6, 0.95, 3093.7, 
44, -126.7, 6185.6, 14930.9, 507.6, 1.01, 3080.3, 
45, -129.2, 6249.5, 15006.7, 486.7, 1.05, 3071, 
46, -128.2, 6314.6, 14959.5, 494.2, 1.09, 3110, 
47, -160.3, 6377.6, 14962.5, 511.1, 1.12, 3155.3, 
48, -74.6, 6436.3, 14867.9, 423.4, 1.11, 3177.8, 
49, -163.2, 6497.6, 14953.8, 491.2, 1.12, 3207.6, 
50, -99.5, 6557.9, 14889.8, 463, 1.16, 3230.8, 
51, -85.2, 6614.9, 14860.2, 438.2, 1.22, 3245.3, 
