Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 457557, 0, 3106.7, 19757.1, 0, 0, 0, 0, 4, 263, 0, 0, 0, 9285.9, 1608, 100, 517.4, 84.2, 14.9, 0, 0, 31.1, 62.1, 1833, 1180.6, 0, 0, 23.2, 8.8, 0.5, 2.6, 0.4, 1.5, 0, 0, 3.1, 6.2, 73.3, 139.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227.9, 0, 0, 
0, eco2, 2, 903912, 0, 832.9, 19056.5, 0, 0, 0, 0, 4, 99.3, 0, 0, 0, 8956.6, 1594.1, 121.7, 548.4, 102.4, 18.1, 0, 0, 8.3, 16.7, 491.4, 316.5, 0, 0, 22, 8.2, 0.6, 2.7, 0.5, 1.8, 0, 0, 0.8, 1.7, 19.7, 37.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.8, 0, 0, 
0, eco3, 3, 540517, 0, 1373.4, 15716.6, 0, 0, 0, 0, 4, 132.9, 0, 0, 0, 7386.8, 1327.1, 156.4, 463.4, 131.6, 23.2, 0, 0, 13.7, 27.5, 810.3, 521.9, 0, 0, 18.1, 6.6, 0.8, 2.3, 0.7, 2.3, 0, 0, 1.4, 2.7, 32.4, 61.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105.1, 0, 0, 
1, eco1, 1, 457557, -538.1, 3179.4, 15785.4, 539.9, 156.3, 9.6, 266.5, 0.79, 259.4, 3.1, 98.4, 68.1, 7317.5, 1280.2, 1546.1, 614.6, 11.2, 12.4, 2.6, 2.5, 117.6, 100.8, 1780.7, 1180.3, 2.1, 1.3, 18.4, 7, 4.1, 3.1, 0.1, 1, 0, 0.1, 2.9, 9.2, 70.3, 139.3, 0.1, 0.2, 0, 0, 0.3, 0.4, -0.2, 0, 0.05, 0.09, 0.15, 32.5, 0.8, 4.1, 0.1, 223.5, 0.03, 0, 
1, eco2, 2, 903912, -678.9, 941.6, 16512.4, 620, 180.1, 13.1, 299.8, 0.65, 98.4, 1.4, 110.9, 76.9, 7641.1, 1373.4, 1263.2, 636.6, 13.3, 16.3, 3.3, 3.3, 101.7, 31.8, 491.7, 316.4, 2.4, 1.5, 18.7, 7.1, 3.5, 3.2, 0.1, 1.3, 0, 0.1, 1.3, 2.4, 18.9, 37.3, 0.2, 0.2, 0, 0, 0.1, 0.1, 0, 0, 0.05, 0.06, 0.16, 20.4, 0.3, 4, 0.1, 62, 0.03, 0, 
1, eco3, 3, 540517, -735.3, 1449.9, 15807.5, 660.7, 191.9, 14.4, 289.7, 0.43, 134.3, 2.2, 117.8, 81.9, 7302.8, 1330, 704.8, 515.6, 15.3, 21.2, 3.7, 3.7, 99.5, 46.2, 782.5, 521.7, 2.6, 1.6, 17.8, 6.6, 2.2, 2.6, 0.1, 1.7, 0, 0.1, 1.9, 4, 30.9, 61.6, 0.3, 0.4, 0, 0, 0.2, 0.2, 0.1, 0, 0.05, 0.14, 0.18, 0.8, 0, 4.6, 0.1, 100.9, 0.02, 0, 
2, eco1, 1, 457557, -402.3, 3245.2, 15411.3, 438.1, 125.2, 31.4, 249.4, 0.64, 260.9, 3.2, 152.1, 105.9, 7084.3, 1244.7, 1844.9, 647.1, 12.5, 21.2, 9.5, 9.8, 181.7, 140.5, 1742.9, 1180.1, 3.2, 2, 17.8, 6.7, 4.9, 3.2, 0.1, 1, 0, 0.4, 3, 11.4, 67.4, 139.2, 0, 0.1, 0, 0, 0.3, 0.5, 0.4, 0, 0.05, 0.18, 0.11, 10.4, 0.1, 1.6, 0.3, 223.1, 0.01, 0, 
2, eco2, 2, 903912, -489.5, 1036.5, 16206.1, 477.2, 136.9, 34.6, 280.3, 0.5, 101.2, 1.5, 170.3, 118.6, 7436.3, 1340.4, 1582.6, 674.8, 13.6, 24.1, 10.6, 11, 162.9, 52.2, 505, 316.4, 3.6, 2.4, 18.2, 6.9, 4.2, 3.4, 0.1, 1.2, 0.1, 0.4, 1.7, 3.2, 18.1, 37.3, 0, 0.1, 0, 0, 0.2, 0.2, 0.1, 0, 0.05, 0.15, 0.14, 11.1, 0.1, 0.7, 0.4, 62.5, 0.01, 0, 
2, eco3, 3, 540517, -521.7, 1487.8, 16154.7, 476.5, 136.8, 36.2, 274.9, 0.3, 137.3, 2, 179.1, 124.9, 7405.2, 1350.7, 914, 551.1, 14.5, 28.2, 10.9, 11.5, 131.8, 67.8, 766.6, 521.6, 3.9, 2.5, 18.1, 6.7, 2.7, 2.7, 0.1, 1.6, 0.1, 0.4, 2.3, 4.9, 29.6, 61.5, 0, 0.2, 0, 0, 0.3, 0.3, 0.4, 0, 0.04, 0.32, 0.11, 0.6, 0, 1.2, 0.4, 100.7, 0.01, 0, 
3, eco1, 1, 457557, -363.1, 3342.8, 14362.1, 443.7, 126.5, 39, 235.9, 0.59, 261.5, 3.7, 190.3, 132.6, 6555.1, 1156.8, 2266.7, 679.3, 17.8, 29.9, 16.5, 17.4, 256.9, 184.7, 1721.4, 1179.8, 4, 2.4, 16.5, 6.2, 5.9, 3.4, 0.1, 1.1, 0.1, 0.6, 3.1, 13.6, 64.6, 139.2, 0, 0, 0, 0.1, 0.4, 0.7, 0.3, 0.1, 0.05, 0.18, 0.08, 27.9, 0.3, 1.7, 0.4, 223.1, 0.01, 0, 
3, eco2, 2, 903912, -478.3, 1153.9, 15845, 494.1, 141.3, 44.8, 279.4, 0.39, 104, 1.8, 220.3, 153.5, 7217.9, 1304.9, 1872.6, 706, 20.2, 33, 17.6, 18.5, 229, 77.4, 531.2, 316.3, 4.7, 3.1, 17.7, 6.6, 4.9, 3.5, 0.1, 1.3, 0.1, 0.7, 2.1, 4.1, 17.5, 37.3, 0, 0, 0, 0.1, 0.2, 0.2, 0, 0, 0.05, 0.17, 0.09, 14.4, 0.1, 0.7, 0.5, 63.5, 0.01, 0, 
3, eco3, 3, 540517, -533.8, 1547.3, 16158.1, 501.7, 144, 46.1, 277.4, 0.26, 140.3, 2.1, 232.4, 162.2, 7352.1, 1344.5, 1205.2, 586.5, 21.5, 36.9, 18.2, 19.5, 170, 91.6, 764.2, 521.5, 5, 3.2, 18, 6.6, 3.4, 2.9, 0.1, 1.6, 0.1, 0.7, 2.6, 5.8, 28.5, 61.5, 0, 0, 0, 0.1, 0.3, 0.3, 0.3, 0, 0.05, 0.33, 0.08, 7.8, 0.1, 1.1, 0.5, 101.1, 0, 0, 
4, eco1, 1, 457557, -150.5, 3493.2, 11666, 337.1, 95.4, 38.2, 186.5, 0.7, 259.2, 4.3, 182.6, 127.2, 5298, 939, 2956.6, 714.7, 20.2, 34.4, 22.8, 24.5, 353.7, 235.3, 1724.5, 1179.6, 3.8, 2.3, 13.4, 5, 7.6, 3.6, 0.1, 1.1, 0.1, 0.9, 3.3, 16.4, 61.9, 139.2, 0, -0.1, 0, 0.1, 0.4, 0.9, -0.1, 0.1, 0.05, 0.14, 0.08, 77, 0.7, 1.5, 0.3, 223.5, 0.01, 0, 
4, eco2, 2, 903912, -336.4, 1316.3, 14315.3, 433.7, 122.7, 49.5, 249.4, 0.4, 104.8, 2.2, 235.1, 163.8, 6490.6, 1175.3, 2333.5, 737.3, 24.6, 39.6, 24, 25.9, 310.9, 110, 579.1, 316.3, 5, 3.2, 15.9, 6, 6, 3.7, 0.1, 1.3, 0.1, 1, 2.6, 5.2, 16.9, 37.3, 0, -0.1, 0, 0.1, 0.3, 0.3, -0.1, 0, 0.05, 0.16, 0.06, 54.3, 0.4, 0.8, 0.5, 65, 0.01, 0, 
4, eco3, 3, 540517, -441.9, 1643.9, 15639.4, 468.9, 133.1, 54.7, 266, 0.27, 142.2, 2.6, 263.6, 183.9, 7082.6, 1296.9, 1545.5, 617.5, 27.4, 45, 24.5, 26.8, 224.2, 121.6, 776.6, 521.4, 5.6, 3.7, 17.3, 6.4, 4.2, 3, 0.1, 1.6, 0.1, 1, 3.1, 6.8, 27.3, 61.5, 0, -0.1, 0, 0.1, 0.4, 0.4, 0.2, 0, 0.05, 0.31, 0.08, 25.7, 0.2, 1.2, 0.6, 101.9, 0, 0, 
5, eco1, 1, 457557, -166.4, 3656.2, 11164.6, 375.5, 106.3, 42.2, 185.6, 0.7, 259.8, 4.7, 203.9, 142, 5034.2, 895.1, 3014.6, 713.8, 22.1, 39.1, 23.2, 26, 452.9, 285.4, 1738.4, 1179.5, 4.2, 2.6, 12.8, 4.7, 7.7, 3.6, 0.1, 1.2, 0.1, 0.9, 3.7, 19.1, 59.2, 139.1, 0, -0.1, 0, 0.1, 0.5, 1.1, -0.4, 0.1, 0.05, 0.23, 0.08, 21.2, 0.2, 1.6, 0.4, 224.2, 0.01, 0, 
5, eco2, 2, 903912, -354.4, 1494.4, 14119.5, 473.6, 133.9, 55.3, 254.3, 0.37, 107.3, 2.6, 266.8, 185.9, 6360, 1153.3, 2435.1, 743.9, 28, 45.9, 26.3, 29.3, 395.5, 144.6, 637.9, 316.3, 5.7, 3.7, 15.6, 5.8, 6.3, 3.7, 0.1, 1.4, 0.1, 1.1, 3.3, 6.4, 16.4, 37.3, 0.1, -0.1, 0, 0.2, 0.4, 0.3, -0.3, 0, 0.05, 0.24, 0.06, 15.1, 0.1, 0.9, 0.5, 66.6, 0.01, 0, 
5, eco3, 3, 540517, -515.6, 1761.1, 15886.1, 551.5, 156.4, 63.2, 283.3, 0.28, 145.4, 2.9, 309.4, 215.8, 7150.5, 1310.9, 1689.7, 634.9, 32, 52.8, 28.3, 31.8, 285.6, 154.3, 799.9, 521.3, 6.6, 4.3, 17.5, 6.4, 4.6, 3.1, 0.2, 1.7, 0.1, 1.2, 3.7, 7.9, 26.3, 61.5, 0.1, -0.1, 0, 0.2, 0.5, 0.5, 0.2, 0, 0.05, 0.44, 0.07, 4.9, 0, 1.4, 0.6, 102.9, 0, 0, 
