Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 1533.5, 18275.9, 0, 4, 126.3, 
1, -740.4, 1611.5, 17268.1, 667.3, 0.47, 929.4, 
2, -570.4, 1684.2, 17195.2, 553.5, 0.42, 1251.5, 
3, -531.4, 1791, 16575.5, 554.4, 0.38, 1659.3, 
4, -449.2, 1913.3, 16084.9, 503.4, 0.37, 1964.6, 
5, -340.3, 2056.3, 14681.6, 443.6, 0.37, 2408.1, 
6, -309.9, 2226.3, 14335.8, 455.4, 0.42, 2536.6, 
7, -300.4, 2420.7, 14107.4, 501.3, 0.43, 2611.2, 
8, -310.6, 2591.5, 14140.4, 501.1, 0.38, 2633.6, 
9, -270, 2747.6, 13872.8, 459.8, 0.39, 2728, 
10, -277.3, 2899.5, 13945.7, 466.4, 0.42, 2734.9, 
11, -184.5, 3068.6, 13853.9, 455.2, 0.39, 2721.6, 
12, -232.2, 3199.3, 13649.7, 436.3, 0.37, 2800, 
13, -179.9, 3348.7, 13409.6, 449.1, 0.41, 2831.5, 
14, -196.9, 3490, 13489.7, 458.1, 0.42, 2797.3, 
15, -204.4, 3626.1, 13271.1, 474.7, 0.43, 2844.5, 
16, -159.1, 3746.8, 13099.1, 417.5, 0.43, 2870.4, 
17, -102, 3877.8, 12840.6, 416.3, 0.49, 2870, 
18, -170, 3993.5, 12993.4, 438.3, 0.5, 2824.8, 
19, -116.9, 4099.9, 12911.4, 399.4, 0.51, 2820.5, 
20, -156.5, 4210.3, 13044.3, 462.6, 0.53, 2765.1, 
21, -170, 4312.8, 13235.3, 470.3, 0.54, 2719.3, 
22, -146, 4417.9, 13174.3, 506.2, 0.59, 2708.4, 
23, -114.7, 4509.1, 13325.2, 460.4, 0.63, 2638.6, 
24, -179.1, 4588, 13424.1, 462.1, 0.65, 2640.2, 
25, -116.1, 4665, 13482.7, 419.3, 0.66, 2618.6, 
26, -152.9, 4745.4, 13645.6, 472.3, 0.7, 2592.4, 
27, -183.2, 4817.7, 13708.4, 474.4, 0.71, 2618.5, 
28, -144.1, 4891.5, 13722.8, 474.4, 0.72, 2628.4, 
29, -94.1, 4960.4, 13715.7, 413.9, 0.74, 2626.1, 
30, -104, 5027.3, 13824.9, 450.4, 0.77, 2584.9, 
31, -118.8, 5081.5, 13747.2, 379.2, 0.81, 2632.2, 
32, -105.8, 5146, 13621.6, 412.7, 0.86, 2683.1, 
33, -103.1, 5209.7, 13676.5, 446.1, 0.89, 2669.4, 
34, -136.8, 5273.2, 13829, 461.3, 0.93, 2652.5, 
35, -89.7, 5333, 13859.1, 444.8, 0.99, 2622.2, 
36, -87.8, 5388.1, 13703.1, 446.9, 1.05, 2660, 
37, -96, 5442, 13822.1, 454.8, 1.12, 2628.6, 
38, -132.9, 5493.2, 13698.6, 500.9, 1.22, 2673.8, 
39, -5.9, 5547.4, 13346.1, 469.8, 1.36, 2690.1, 
40, -78.9, 5591.1, 13410.3, 416.2, 1.37, 2661, 
41, -61.4, 5636.3, 13564.7, 485.4, 1.57, 2591.1, 
42, -53.6, 5673.9, 13579.5, 399.5, 1.58, 2577.4, 
43, -64.8, 5708.1, 13295.9, 392.5, 1.7, 2648.8, 
44, -104.9, 5751, 13338, 432, 1.76, 2656, 
45, -40.2, 5797.2, 13197, 418, 1.76, 2667.4, 
46, -37.9, 5835.2, 13299.3, 433.3, 1.84, 2611, 
47, -107.9, 5868, 13417.7, 436.5, 1.91, 2601.2, 
48, -54.8, 5900.2, 13437.9, 385.9, 2.04, 2593.7, 
49, -80.1, 5934.3, 13426.2, 450.5, 2.12, 2603.3, 
50, -18.4, 5963, 13211.2, 348.2, 2.14, 2634.5, 
51, -6.3, 5992.5, 13186.2, 377.6, 2.24, 2610, 
